"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Production and shipments of metallic minerals, monthly","16100019",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1610001901",2;3,"CURRENT - a cube available to the public and that is current","Monthly","2020-01-01","2024-10-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Products",,""
"3","Variables",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Quebec","[24]","7","1","",,
"1","Ontario","[35]","8","1","",,
"1","Prairies region","[4]","9","1","",,
"1","British Columbia","[59]","13","1","",,
"1","Yukon","[60]","14","1","",,
"1","Northwest Territories","[61]","15","1","",,
"1","Nunavut","[62]","16","1","",,
"1","Atlantic region","[1]","2","1","",,
"1","Newfoundland and Labrador","[10]","3","2","",,
"1","Prince Edward Island","[11]","4","2","",,
"1","Nova Scotia","[12]","5","2","",,
"1","New Brunswick","[13]","6","2","",,
"1","Manitoba","[46]","10","9","",,
"1","Saskatchewan","[47]","11","9","",,
"1","Alberta","[48]","12","9","",,
"1","Canada","[11124]","1","","",,
"2","Platinum, recoverable (grams)","","57","103","",,
"2","Rhodium, recoverable (grams)","","59","103","",,
"2","Ruthenium, recoverable (grams)","","61","103","",,
"2","Iridium, recoverable (grams)","","23","103","",,
"2","Palladium, recoverable (grams)","","55","103","",,
"2","Palladium, recoverable (dollars)","","56","104","",,
"2","Platinum, recoverable (dollars)","","58","104","",,
"2","Rhodium, recoverable (dollars)","","60","104","",,
"2","Ruthenium, recoverable (dollars)","","62","104","",,
"2","Iridium, recoverable (dollars)","","24","104","",,
"2","Iridium, refined (grams)","","106","105","",7,
"2","Palladium, refined (grams)","","107","105","",7,
"2","Platinum, refined (grams)","","108","105","",7,
"2","Rhodium, refined (grams)","","109","105","",7,
"2","Ruthenium, refined (grams)","","110","105","",7,
"2","Ruthenium, refined (dollars)","","116","111","",7,
"2","Iridium, refined (dollars)","","112","111","",7,
"2","Palladium, refined (dollars)","","113","111","",7,
"2","Platinum, refined (dollars)","","114","111","",7,
"2","Rhodium, refined (dollars)","","115","111","",7,
"2","Selenium, refined (kilograms)","","63","","",,
"2","Silver, concentrates (kilograms)","","64","","",,
"2","Silver, concentrates (dollars)","","65","","",,
"2","Silver, recoverable (kilograms)","","66","","",,
"2","Silver, recoverable (dollars)","","67","","",,
"2","Silver, refined (kilograms)","","68","","",,
"2","Spodumene, concentrates (kilograms)","","69","","",,
"2","Spodumene, concentrates (dollars)","","70","","",,
"2","Sulphuric acid, smelter (tonnes)","","71","","t",,
"2","Tantalum (kilograms)","","72","","",,
"2","Tantalum (dollars)","","73","","",,
"2","Tellurium, refined (kilograms)","","74","","",,
"2","Titanium dioxide (tonnes)","","75","","",,
"2","Titanium dioxide (dollars)","","76","","",,
"2","Uranium, concentrates (kilograms)","","77","","",,
"2","Uranium, concentrates (dollars)","","78","","",,
"2","Uranium, recoverable (kilograms)","","79","","",,
"2","Uranium, recoverable (dollars)","","80","","",,
"2","Zeolite, concentrates (tonnes)","","81","","",,
"2","Zeolite, concentrates (dollars)","","82","","",,
"2","Zinc, concentrates (kilograms)","","83","","",,
"2","Zinc, concentrates (dollars)","","84","","",,
"2","Zinc, recoverable (kilograms)","","85","","",,
"2","Zinc, recoverable (dollars)","","86","","",,
"2","Zinc, refined (kilograms)","","87","","",,
"2","Aluminum (tonnes)","","1","","",,
"2","Aluminum, molten metal (tonnes)","","2","","",,
"2","Aluminum, alloys (tonnes)","","3","","",,
"2","Cobalt recoverable (kilograms)","","4","","",,
"2","Cobalt recoverable (dollars)","","5","","",,
"2","Cobalt, refined (kilograms)","","6","","",,
"2","Copper, concentrates (kilograms)","","7","","",,
"2","Copper, concentrates (dollars)","","8","","",,
"2","Copper, recoverable (kilograms)","","9","","",,
